area,coverage,variable,value
46563,Total,    Bachelor's degree or higher,(X)
46563,Male,    Bachelor's degree or higher,(X)
46563,Female,    Bachelor's degree or higher,(X)
46573,Total,    Bachelor's degree or higher,(X)
46573,Male,    Bachelor's degree or higher,(X)
46573,Female,    Bachelor's degree or higher,(X)
46574,Total,    Bachelor's degree or higher,(X)
46574,Male,    Bachelor's degree or higher,(X)
46574,Female,    Bachelor's degree or higher,(X)
46595,Total,    Bachelor's degree or higher,(X)
46595,Male,    Bachelor's degree or higher,(X)
46595,Female,    Bachelor's degree or higher,(X)
46601,Total,    Bachelor's degree or higher,(X)
46601,Male,    Bachelor's degree or higher,(X)
46601,Female,    Bachelor's degree or higher,(X)
46613,Total,    Bachelor's degree or higher,(X)
46613,Male,    Bachelor's degree or higher,(X)
46613,Female,    Bachelor's degree or higher,(X)
46614,Total,    Bachelor's degree or higher,(X)
46614,Male,    Bachelor's degree or higher,(X)
46614,Female,    Bachelor's degree or higher,(X)
46615,Total,    Bachelor's degree or higher,(X)
46615,Male,    Bachelor's degree or higher,(X)
46615,Female,    Bachelor's degree or higher,(X)
46616,Total,    Bachelor's degree or higher,(X)
46616,Male,    Bachelor's degree or higher,(X)
46616,Female,    Bachelor's degree or higher,(X)
46617,Total,    Bachelor's degree or higher,(X)
46617,Male,    Bachelor's degree or higher,(X)
46617,Female,    Bachelor's degree or higher,(X)
46619,Total,    Bachelor's degree or higher,(X)
46619,Male,    Bachelor's degree or higher,(X)
46619,Female,    Bachelor's degree or higher,(X)
46624,Total,    Bachelor's degree or higher,(X)
46624,Male,    Bachelor's degree or higher,(X)
46624,Female,    Bachelor's degree or higher,(X)
46628,Total,    Bachelor's degree or higher,(X)
46628,Male,    Bachelor's degree or higher,(X)
46628,Female,    Bachelor's degree or higher,(X)
46635,Total,    Bachelor's degree or higher,(X)
46635,Male,    Bachelor's degree or higher,(X)
46635,Female,    Bachelor's degree or higher,(X)
46637,Total,    Bachelor's degree or higher,(X)
46637,Male,    Bachelor's degree or higher,(X)
46637,Female,    Bachelor's degree or higher,(X)
"St. Joseph County, Indiana",Total,    Population 25 years and over with earnings,"43,401"
"St. Joseph County, Indiana",Male,    Population 25 years and over with earnings,"51,874"
"St. Joseph County, Indiana",Female,    Population 25 years and over with earnings,"35,489"
46506,Total,    Population 25 years and over with earnings,"46,271"
46506,Male,    Population 25 years and over with earnings,"59,384"
46506,Female,    Population 25 years and over with earnings,"38,494"
46530,Total,    Population 25 years and over with earnings,"61,753"
46530,Male,    Population 25 years and over with earnings,"85,222"
46530,Female,    Population 25 years and over with earnings,"46,386"
46536,Total,    Population 25 years and over with earnings,"51,390"
46536,Male,    Population 25 years and over with earnings,"68,254"
46536,Female,    Population 25 years and over with earnings,"34,688"
46544,Total,    Population 25 years and over with earnings,"41,625"
46544,Male,    Population 25 years and over with earnings,"47,340"
46544,Female,    Population 25 years and over with earnings,"35,012"
46545,Total,    Population 25 years and over with earnings,"39,237"
46545,Male,    Population 25 years and over with earnings,"46,751"
46545,Female,    Population 25 years and over with earnings,"34,265"
46550,Total,    Population 25 years and over with earnings,"44,454"
46550,Male,    Population 25 years and over with earnings,"59,514"
46550,Female,    Population 25 years and over with earnings,"36,989"
46552,Total,    Population 25 years and over with earnings,"54,293"
46552,Male,    Population 25 years and over with earnings,"68,750"
46552,Female,    Population 25 years and over with earnings,"40,573"
46554,Total,    Population 25 years and over with earnings,"55,477"
46554,Male,    Population 25 years and over with earnings,"56,815"
46554,Female,    Population 25 years and over with earnings,"47,241"
46556,Total,    Population 25 years and over with earnings,"24,167"
46556,Male,    Population 25 years and over with earnings,"27,188"
46556,Female,    Population 25 years and over with earnings,"2,500-"
46561,Total,    Population 25 years and over with earnings,"46,740"
46561,Male,    Population 25 years and over with earnings,"58,528"
46561,Female,    Population 25 years and over with earnings,"34,286"
46563,Total,    Population 25 years and over with earnings,"46,434"
46563,Male,    Population 25 years and over with earnings,"52,976"
46563,Female,    Population 25 years and over with earnings,"38,247"
46573,Total,    Population 25 years and over with earnings,"54,462"
46573,Male,    Population 25 years and over with earnings,"66,350"
46573,Female,    Population 25 years and over with earnings,"36,382"
46574,Total,    Population 25 years and over with earnings,"45,133"
46574,Male,    Population 25 years and over with earnings,"60,377"
46574,Female,    Population 25 years and over with earnings,"35,780"
46595,Total,    Population 25 years and over with earnings,-
46595,Male,    Population 25 years and over with earnings,-
46595,Female,    Population 25 years and over with earnings,-
46601,Total,    Population 25 years and over with earnings,"27,705"
